Date,Dew Point (°C) AVG,Dew Point (°C) HIGH,Dew Point (°C) LOW,Events,Humidity (%) AVG,Humidity (%) HIGH,Humidity (%) LOW,Precip. (mm),Sea Level Press. (hPa) AVG,Sea Level Press. (hPa) HIGH,Sea Level Press. (hPa) LOW,Temp. (°C) AVG,Temp. (°C) HIGH,Temp. (°C) LOW,Visibility (km) AVG,Visibility (km) HIGH,Visibility (km) LOW,Wind (km/h) AVG,Wind (km/h) HIGH,Wind (km/h) LOW
2000-01-01,7.0,8.0,5.0,"Fog,Rain",93.0,100.0,82.0,0.0,1024.0,1026.0,1020.0,7.0,9.0,5.0,6.0,10.0,0.0,5.0,10.0,
2000-01-02,7.0,10.0,3.0,Fog,89.0,100.0,71.0,0.0,1025.0,1027.0,1021.0,8.0,11.0,6.0,8.0,10.0,2.0,6.0,19.0,
2000-01-03,8.0,10.0,4.0,Rain,92.0,100.0,82.0,0.0,1018.0,1021.0,1016.0,8.0,11.0,5.0,8.0,10.0,1.0,21.0,27.0,48.0
2000-01-04,4.0,6.0,1.0,Rain,88.0,100.0,76.0,0.0,1014.0,1018.0,1009.0,6.0,9.0,3.0,9.0,10.0,1.0,6.0,23.0,45.0
2000-01-05,6.0,9.0,1.0,Rain,85.0,94.0,76.0,0.0,1013.0,1018.0,1008.0,6.0,11.0,2.0,9.0,10.0,3.0,14.0,35.0,53.0
2000-01-06,6.0,9.0,3.0,Rain,85.0,94.0,71.0,0.0,1012.0,1020.0,1007.0,7.0,11.0,4.0,9.0,10.0,4.0,21.0,34.0,48.0
2000-01-07,5.0,7.0,3.0,Rain,83.0,100.0,71.0,0.0,1016.0,1020.0,1011.0,7.0,11.0,4.0,10.0,10.0,10.0,14.0,32.0,53.0
2000-01-08,4.0,9.0,1.0,Rain,81.0,100.0,62.0,0.0,1016.0,1021.0,1011.0,7.0,10.0,3.0,8.0,10.0,3.0,16.0,27.0,42.0
2000-01-09,1.0,1.0,-1.0,Fog,85.0,100.0,66.0,0.0,1027.0,1033.0,1021.0,3.0,7.0,-1.0,10.0,10.0,8.0,5.0,10.0,
2000-01-10,1.0,4.0,-3.0,Fog,86.0,100.0,71.0,0.0,1034.0,1035.0,1033.0,2.0,7.0,-3.0,5.0,10.0,0.0,5.0,13.0,
2000-01-11,6.0,7.0,4.0,Rain,86.0,93.0,82.0,0.0,1032.0,1033.0,1029.0,8.0,10.0,6.0,10.0,10.0,10.0,14.0,23.0,42.0
2000-01-12,4.0,6.0,2.0,Rain,82.0,87.0,76.0,0.0,1022.0,1028.0,1016.0,7.0,8.0,5.0,10.0,10.0,7.0,21.0,27.0,50.0
2000-01-13,2.0,5.0,-1.0,Rain,88.0,100.0,75.0,0.0,1015.0,1019.0,1012.0,3.0,6.0,0.0,8.0,10.0,4.0,13.0,23.0,
2000-01-14,2.0,3.0,-1.0,Rain,87.0,93.0,76.0,0.0,1023.0,1028.0,1019.0,3.0,6.0,0.0,9.0,10.0,5.0,8.0,14.0,
2000-01-15,3.0,4.0,1.0,,87.0,93.0,76.0,0.0,1036.0,1041.0,1028.0,3.0,6.0,2.0,10.0,10.0,9.0,10.0,16.0,
2000-01-16,1.0,2.0,0.0,,83.0,100.0,66.0,0.0,1040.0,1041.0,1039.0,3.0,7.0,0.0,10.0,10.0,7.0,6.0,11.0,
2000-01-17,3.0,5.0,0.0,,91.0,100.0,71.0,0.0,1037.0,1039.0,1036.0,4.0,9.0,1.0,5.0,10.0,1.0,6.0,11.0,
2000-01-18,4.0,5.0,2.0,,87.0,100.0,76.0,0.0,1035.0,1036.0,1031.0,4.0,8.0,2.0,7.0,10.0,3.0,8.0,24.0,42.0
2000-01-19,3.0,5.0,1.0,Rain,84.0,100.0,76.0,0.0,1037.0,1038.0,1035.0,4.0,7.0,1.0,9.0,10.0,6.0,8.0,14.0,
2000-01-20,1.0,2.0,-2.0,Fog,91.0,100.0,81.0,0.0,1034.0,1038.0,1032.0,1.0,5.0,-2.0,6.0,9.0,1.0,3.0,8.0,
2000-01-21,2.0,3.0,1.0,,80.0,93.0,62.0,0.0,1032.0,1034.0,1027.0,6.0,9.0,3.0,8.0,10.0,6.0,6.0,13.0,
2000-01-22,1.0,3.0,-2.0,Rain,76.0,87.0,61.0,0.0,1020.0,1027.0,1016.0,4.0,7.0,2.0,10.0,10.0,5.0,16.0,26.0,45.0
2000-01-23,0.0,2.0,-3.0,Rain,76.0,87.0,57.0,0.0,1024.0,1026.0,1022.0,3.0,7.0,1.0,10.0,10.0,10.0,10.0,21.0,
2000-01-24,-1.0,1.0,-1.0,,80.0,93.0,65.0,0.0,1025.0,1027.0,1023.0,3.0,6.0,1.0,10.0,10.0,9.0,5.0,11.0,
2000-01-25,0.0,2.0,-3.0,,92.0,100.0,81.0,0.0,1029.0,1031.0,1019.0,0.0,3.0,-2.0,5.0,8.0,2.0,3.0,6.0,
2000-01-26,0.0,1.0,-2.0,,85.0,100.0,70.0,0.0,1032.0,1033.0,1031.0,2.0,6.0,-1.0,4.0,8.0,3.0,5.0,10.0,
2000-01-27,-2.0,0.0,-4.0,Fog,85.0,100.0,65.0,0.0,1029.0,1033.0,1024.0,1.0,5.0,-3.0,4.0,7.0,1.0,3.0,11.0,
2000-01-28,2.0,7.0,-3.0,Rain,83.0,93.0,76.0,0.0,1014.0,1024.0,1002.0,3.0,8.0,-1.0,9.0,10.0,7.0,14.0,32.0,58.0
2000-01-29,8.0,9.0,7.0,Rain,81.0,94.0,67.0,0.0,1000.0,1007.0,997.0,11.0,13.0,9.0,10.0,10.0,10.0,31.0,40.0,72.0
2000-01-30,7.0,9.0,4.0,Rain,77.0,88.0,62.0,0.0,1013.0,1016.0,1007.0,12.0,13.0,11.0,10.0,10.0,10.0,24.0,35.0,63.0
2000-01-31,7.0,9.0,5.0,Rain,79.0,93.0,67.0,0.0,1020.0,1022.0,1015.0,11.0,13.0,9.0,10.0,10.0,10.0,24.0,34.0,60.0
2000-02-01,7.0,9.0,6.0,Rain,85.0,94.0,76.0,0.0,1015.0,1019.0,1012.0,10.0,11.0,9.0,9.0,10.0,3.0,19.0,29.0,
2000-02-02,4.0,10.0,1.0,Rain,76.0,100.0,58.0,0.0,1021.0,1030.0,1011.0,8.0,10.0,5.0,9.0,10.0,3.0,11.0,23.0,
2000-02-03,4.0,7.0,1.0,Rain,85.0,93.0,76.0,0.0,1033.0,1034.0,1030.0,6.0,9.0,3.0,10.0,10.0,10.0,6.0,13.0,
2000-02-04,7.0,8.0,6.0,Rain,86.0,93.0,76.0,0.0,1031.0,1033.0,1030.0,9.0,11.0,7.0,10.0,10.0,8.0,16.0,23.0,
2000-02-05,5.0,7.0,2.0,,79.0,93.0,54.0,0.0,1025.0,1030.0,1021.0,9.0,12.0,7.0,8.0,10.0,4.0,14.0,19.0,
2000-02-06,8.0,10.0,5.0,Rain,88.0,94.0,77.0,0.0,1015.0,1021.0,1009.0,10.0,12.0,7.0,9.0,10.0,3.0,14.0,26.0,
2000-02-07,5.0,10.0,3.0,Rain,81.0,94.0,71.0,0.0,1010.0,1015.0,1004.0,8.0,11.0,5.0,9.0,10.0,4.0,21.0,35.0,55.0
2000-02-08,4.0,10.0,-1.0,Rain,72.0,94.0,47.0,0.0,1005.0,1015.0,999.0,9.0,14.0,4.0,10.0,10.0,10.0,24.0,40.0,72.0
2000-02-09,2.0,4.0,0.0,Rain,69.0,93.0,58.0,0.0,1022.0,1025.0,1015.0,7.0,10.0,3.0,10.0,10.0,10.0,18.0,27.0,47.0
2000-02-10,2.0,9.0,-4.0,Rain,71.0,94.0,46.0,0.0,1015.0,1025.0,1007.0,6.0,10.0,2.0,9.0,10.0,4.0,26.0,42.0,69.0
2000-02-11,2.0,4.0,-1.0,Rain,77.0,93.0,58.0,0.0,1027.0,1029.0,1023.0,5.0,10.0,0.0,10.0,10.0,10.0,11.0,23.0,
2000-02-12,3.0,6.0,0.0,Rain,75.0,93.0,57.0,0.0,1017.0,1023.0,1014.0,7.0,9.0,6.0,10.0,10.0,5.0,21.0,37.0,55.0
2000-02-13,1.0,4.0,-3.0,Rain,70.0,93.0,40.0,0.0,1020.0,1025.0,1016.0,6.0,10.0,1.0,10.0,10.0,7.0,11.0,19.0,
2000-02-14,4.0,9.0,-2.0,"Fog,Rain",91.0,100.0,81.0,0.0,1019.0,1025.0,1014.0,4.0,10.0,-1.0,9.0,10.0,5.0,5.0,16.0,
2000-02-15,4.0,7.0,1.0,Rain,83.0,100.0,66.0,0.0,1013.0,1019.0,1001.0,4.0,8.0,2.0,10.0,10.0,6.0,13.0,23.0,40.0
2000-02-16,-1.0,0.0,-4.0,,68.0,81.0,49.0,0.0,1004.0,1005.0,1002.0,4.0,8.0,2.0,10.0,10.0,10.0,19.0,34.0,55.0
2000-02-17,1.0,6.0,-3.0,Rain,72.0,100.0,49.0,0.0,1010.0,1013.0,1005.0,6.0,9.0,2.0,9.0,10.0,3.0,13.0,23.0,
2000-02-18,5.0,8.0,3.0,Rain,76.0,100.0,58.0,0.0,1002.0,1004.0,1001.0,9.0,11.0,7.0,10.0,10.0,10.0,18.0,27.0,48.0
2000-02-19,2.0,4.0,-1.0,Rain,75.0,93.0,50.0,0.0,1016.0,1027.0,1003.0,6.0,9.0,3.0,10.0,10.0,10.0,14.0,23.0,
2000-02-20,0.0,2.0,-2.0,Fog,78.0,100.0,50.0,0.0,1029.0,1031.0,1027.0,4.0,9.0,0.0,9.0,10.0,4.0,5.0,10.0,
2000-02-21,2.0,6.0,-1.0,Rain,76.0,93.0,54.0,0.0,1026.0,1028.0,1025.0,7.0,10.0,2.0,9.0,10.0,5.0,10.0,19.0,
2000-02-22,0.0,2.0,-1.0,,79.0,93.0,54.0,0.0,1024.0,1026.0,1022.0,4.0,9.0,0.0,9.0,10.0,8.0,5.0,19.0,
2000-02-23,,,,,,,,,,,,,,,,,,,,
2000-02-24,,,,,,,,,,,,,,,,,,,,
2000-02-25,,,,,,,,,,,,,,,,,,,,
2000-02-26,,,,,,,,,,,,,,,,,,,,
2000-02-27,,,,,,,,,,,,,,,,,,,,
2000-02-28,,,,,,,,,,,,,,,,,,,,
2000-02-29,,,,,,,,,,,,,,,,,,,,
2000-03-01,-1.0,1.0,-2.0,Rain,66.0,81.0,61.0,0.0,1021.0,1022.0,1020.0,5.0,6.0,4.0,9.8,10.0,7.0,21.0,24.0,
2000-03-02,4.0,4.0,2.0,Rain,87.0,100.0,76.0,0.0,1017.17,1020.0,1016.0,6.0,7.0,4.0,6.1,10.0,2.5,18.0,24.0,41.0
2000-03-03,3.0,4.0,2.0,Rain,81.0,93.0,66.0,0.0,1014.27,1016.0,1012.0,6.0,8.0,5.0,8.8,10.0,6.0,14.0,20.0,
2000-03-04,2.0,4.0,-1.0,Rain,72.0,93.0,47.0,0.0,1007.04,1012.0,1004.0,8.0,10.0,5.0,8.4,10.0,4.0,4.0,11.0,
2000-03-05,2.0,2.0,1.0,,86.0,93.0,81.0,0.0,1002.6,1003.0,1002.0,4.0,5.0,3.0,6.4,7.0,6.0,6.0,9.0,
2000-03-06,,,,,,,,,,,,,,,,,,,,
2000-03-07,,,,,,,,,,,,,,,,,,,,
2000-03-08,,,,,,,,,,,,,,,,,,,,
2000-03-09,,,,,,,,,,,,,,,,,,,,
2000-03-10,,,,,,,,,,,,,,,,,,,,
2000-03-11,,,,,,,,,,,,,,,,,,,,
2000-03-12,,,,,,,,,,,,,,,,,,,,
2000-03-13,,,,,,,,,,,,,,,,,,,,
2000-03-14,,,,,,,,,,,,,,,,,,,,
2000-03-15,,,,,,,,,,,,,,,,,,,,
2000-03-16,,,,,,,,,,,,,,,,,,,,
2000-03-17,,,,,,,,,,,,,,,,,,,,
2000-03-18,,,,,,,,,,,,,,,,,,,,
2000-03-19,,,,,,,,,,,,,,,,,,,,
2000-03-20,,,,,,,,,,,,,,,,,,,,
2000-03-21,,,,,,,,,,,,,,,,,,,,
2000-03-22,,,,,,,,,,,,,,,,,,,,
2000-03-23,,,,,,,,,,,,,,,,,,,,
2000-03-24,,,,,,,,,,,,,,,,,,,,
2000-03-25,,,,,,,,,,,,,,,,,,,,
2000-03-25,,,,,,,,,,,,,,,,,,,,
2000-03-27,,,,,,,,,,,,,,,,,,,,
2000-03-28,,,,,,,,,,,,,,,,,,,,
2000-03-29,,,,,,,,,,,,,,,,,,,,
2000-03-30,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,,,,,,,,,,,,,,,,,,
2000-04-01,4.0,8.0,1.0,Rain,82.0,93.0,54.0,0.0,1000.56,1003.0,999.0,6.0,11.0,2.0,8.5,10.0,6.0,9.0,20.0,37.0
2000-04-02,6.0,8.0,2.0,Rain,77.0,93.0,47.0,0.0,996.65,999.0,993.0,10.0,13.0,8.0,9.5,10.0,4.5,13.0,24.0,
2000-04-03,6.0,8.0,2.0,Rain,92.0,100.0,87.0,0.0,988.96,992.0,987.0,6.0,9.0,3.0,5.3,10.0,2.8,15.0,28.0,54.0
2000-04-04,1.0,2.0,-3.0,"Rain,Snow",84.0,93.0,61.0,0.0,997.46,1007.0,990.0,3.0,4.0,2.0,7.8,10.0,4.0,24.0,32.0,57.0
2000-04-05,0.0,2.0,-2.0,Rain,66.0,81.0,50.0,0.0,1015.71,1024.0,1008.0,6.0,10.0,3.0,10.0,10.0,10.0,16.0,22.0,
2000-04-06,-1.0,2.0,-2.0,,65.0,81.0,50.0,0.0,1029.5,1033.0,1025.0,6.0,10.0,1.0,10.0,10.0,10.0,9.0,20.0,
2000-04-07,3.0,5.0,2.0,,72.0,93.0,42.0,0.0,1032.37,1034.0,1030.0,9.0,15.0,3.0,9.1,10.0,6.0,9.0,22.0,
2000-04-08,2.0,5.0,-5.0,,63.0,93.0,23.0,0.0,1023.33,1030.0,1016.0,10.0,16.0,3.0,6.2,9.0,4.0,4.0,18.0,
2000-04-09,4.0,6.0,3.0,Rain,69.0,93.0,48.0,0.0,1013.73,1016.0,1012.0,10.0,14.0,7.0,8.6,10.0,3.5,18.0,28.0,48.0
2000-04-10,0.0,3.0,-2.0,,62.0,81.0,38.0,0.0,1013.92,1016.0,1009.0,8.0,12.0,4.0,10.0,10.0,10.0,14.0,20.0,
2000-04-11,3.0,5.0,0.0,Rain,83.0,93.0,66.0,0.0,993.54,1008.0,983.0,6.0,7.0,4.0,8.9,10.0,4.5,6.0,15.0,
2000-04-12,3.0,4.0,1.0,Rain,91.0,100.0,81.0,0.0,983.42,986.0,981.0,4.0,6.0,2.0,8.8,10.0,4.5,11.0,18.0,
2000-04-13,3.0,4.0,2.0,"Rain,Thunderstorm",86.0,100.0,71.0,0.0,989.83,995.0,985.0,6.0,8.0,4.0,9.7,10.0,6.0,9.0,20.0,
2000-04-14,3.0,4.0,2.0,,79.0,93.0,62.0,0.0,998.74,1001.0,996.0,7.0,10.0,4.0,8.6,10.0,3.5,8.0,17.0,
2000-04-15,3.0,4.0,2.0,Rain,89.0,100.0,76.0,0.0,994.0,998.0,991.0,4.0,6.0,3.0,9.0,10.0,4.5,17.0,22.0,
2000-04-16,2.0,6.0,0.0,"Fog,Rain",76.0,100.0,47.0,0.0,995.39,998.0,989.0,6.0,12.0,1.0,8.2,10.0,4.0,9.0,30.0,
2000-04-17,5.0,8.0,3.0,"Rain,Thunderstorm",79.0,93.0,62.0,0.0,992.21,998.0,988.0,8.0,11.0,6.0,9.8,10.0,7.0,22.0,43.0,67.0
2000-04-18,7.0,9.0,4.0,Rain,85.0,94.0,67.0,0.0,1001.04,1002.0,998.0,9.0,12.0,6.0,9.8,10.0,6.0,15.0,24.0,
2000-04-19,6.0,9.0,1.0,Rain,73.0,100.0,41.0,0.0,1005.79,1008.0,1002.0,12.0,16.0,7.0,9.7,10.0,5.0,11.0,24.0,
2000-04-20,11.0,12.0,8.0,Rain,91.0,100.0,82.0,0.0,1005.25,1007.0,1004.0,12.0,14.0,10.0,7.5,10.0,2.2,20.0,30.0,
2000-04-21,7.0,8.0,6.0,Rain,74.0,93.0,55.0,0.0,1008.83,1011.0,1006.0,12.0,15.0,8.0,10.0,10.0,10.0,17.0,35.0,52.0
2000-04-22,8.0,11.0,6.0,Rain,77.0,94.0,59.0,0.0,1007.6,1011.0,1006.0,11.0,15.0,7.0,9.8,10.0,6.0,11.0,24.0,
2000-04-23,7.0,9.0,6.0,Rain,84.0,100.0,63.0,0.0,1009.96,1011.0,1009.0,10.0,14.0,6.0,8.9,10.0,1.5,5.0,11.0,
2000-04-24,6.0,8.0,4.0,"Fog,Rain",75.0,93.0,51.0,0.0,1010.38,1012.0,1008.0,11.0,15.0,7.0,9.8,10.0,7.0,11.0,24.0,
2000-04-25,9.0,10.0,8.0,Rain,84.0,100.0,67.0,0.0,1004.88,1007.0,1003.0,12.0,15.0,10.0,9.5,10.0,5.0,18.0,30.0,50.0
2000-04-26,9.0,10.0,8.0,Rain,84.0,94.0,63.0,0.0,1004.71,1007.0,1003.0,12.0,15.0,10.0,9.0,10.0,4.0,11.0,26.0,
2000-04-27,7.0,9.0,6.0,"Fog,Rain",75.0,100.0,52.0,0.0,1008.79,1010.0,1007.0,12.0,16.0,7.0,10.0,10.0,10.0,10.0,18.0,
2000-04-28,10.0,12.0,7.0,Rain,88.0,100.0,76.0,0.0,1007.33,1009.0,1006.0,12.0,13.0,10.0,6.4,10.0,2.5,6.0,17.0,
2000-04-29,8.0,12.0,5.0,Rain,69.0,100.0,42.0,0.0,1013.57,1019.0,1009.0,14.0,18.0,10.0,8.2,10.0,2.5,12.0,18.0,
2000-04-30,7.0,10.0,6.0,,75.0,93.0,55.0,0.0,1021.52,1023.0,1019.0,12.0,16.0,7.0,10.0,10.0,10.0,7.0,22.0,
2000-05-01,,,,,,,,,,,,,,,,,,,,
2000-05-02,,,,,,,,,,,,,,,,,,,,
2000-05-03,,,,,,,,,,,,,,,,,,,,
2000-05-04,7.0,7.0,5.0,,80.0,93.0,67.0,0.0,1022.0,1023.0,1020.0,10.0,12.0,8.0,9.0,10.0,4.0,14.0,21.0,
2000-05-05,8.0,13.0,5.0,,74.0,88.0,53.0,0.0,1016.0,1021.0,1012.0,13.0,21.0,7.0,10.0,10.0,8.0,14.0,23.0,
2000-05-06,11.0,14.0,8.0,,67.0,94.0,47.0,0.0,1012.0,1013.0,1010.0,17.0,24.0,9.0,7.0,10.0,4.0,13.0,27.0,
2000-05-07,13.0,16.0,11.0,Thunderstorm,72.0,88.0,57.0,0.0,1014.0,1016.0,1013.0,18.0,23.0,13.0,8.0,10.0,5.0,8.0,19.0,
2000-05-08,12.0,14.0,10.0,Rain,84.0,94.0,68.0,0.0,1017.0,1018.0,1016.0,14.0,19.0,11.0,5.0,8.0,4.0,6.0,13.0,
2000-05-09,14.0,16.0,12.0,Fog,83.0,100.0,61.0,0.0,1017.0,1018.0,1016.0,17.0,23.0,12.0,4.0,9.0,0.0,6.0,16.0,
2000-05-10,12.0,14.0,10.0,Rain,84.0,100.0,72.0,0.0,1017.0,1018.0,1016.0,16.0,18.0,13.0,5.0,9.0,1.0,10.0,19.0,
2000-05-11,9.0,13.0,5.0,Rain,77.0,94.0,52.0,0.0,1018.0,1019.0,1017.0,14.0,18.0,11.0,8.0,10.0,5.0,19.0,29.0,47.0
2000-05-12,10.0,13.0,6.0,Rain,76.0,87.0,64.0,0.0,1020.0,1021.0,1019.0,14.0,19.0,9.0,9.0,10.0,7.0,11.0,16.0,
2000-05-13,13.0,16.0,12.0,Rain,76.0,100.0,50.0,0.0,1021.0,1023.0,1020.0,18.0,24.0,13.0,7.0,10.0,3.0,5.0,19.0,
2000-05-14,14.0,15.0,12.0,Fog,72.0,94.0,50.0,0.0,1022.0,1023.0,1020.0,19.0,25.0,13.0,8.0,10.0,3.0,6.0,19.0,
2000-05-15,14.0,17.0,11.0,Rain,67.0,94.0,37.0,0.0,1017.0,1020.0,1014.0,21.0,27.0,16.0,5.0,10.0,1.0,8.0,24.0,
2000-05-16,11.0,15.0,6.0,,66.0,88.0,40.0,0.0,1010.0,1014.0,1008.0,17.0,22.0,12.0,9.0,10.0,4.0,11.0,29.0,
2000-05-17,6.0,9.0,3.0,Rain,64.0,88.0,42.0,0.0,1009.0,1011.0,1006.0,13.0,16.0,11.0,10.0,10.0,7.0,24.0,29.0,52.0
2000-05-18,7.0,10.0,5.0,"Rain,Thunderstorm",77.0,93.0,58.0,0.0,1006.0,1009.0,1005.0,11.0,15.0,7.0,10.0,10.0,5.0,16.0,23.0,40.0
2000-05-19,6.0,8.0,3.0,Rain,72.0,87.0,51.0,0.0,1008.0,1011.0,1006.0,12.0,14.0,10.0,10.0,10.0,7.0,13.0,26.0,47.0
2000-05-20,6.0,8.0,4.0,Rain,69.0,93.0,45.0,0.0,1012.0,1013.0,1010.0,10.0,16.0,5.0,10.0,10.0,10.0,6.0,16.0,
2000-05-21,8.0,9.0,5.0,Rain,77.0,100.0,51.0,0.0,1007.0,1011.0,1006.0,12.0,16.0,8.0,9.0,10.0,3.0,8.0,23.0,
2000-05-22,8.0,10.0,6.0,,70.0,93.0,49.0,0.0,1014.0,1016.0,1011.0,13.0,18.0,8.0,10.0,10.0,9.0,11.0,23.0,
2000-05-23,11.0,12.0,8.0,Rain,85.0,94.0,77.0,0.0,1013.0,1016.0,1010.0,13.0,14.0,12.0,10.0,10.0,5.0,18.0,32.0,45.0
2000-05-24,8.0,12.0,6.0,Rain,79.0,100.0,52.0,0.0,1011.0,1014.0,1006.0,12.0,16.0,9.0,9.0,10.0,4.0,10.0,16.0,34.0
2000-05-25,6.0,9.0,2.0,Rain,68.0,94.0,39.0,0.0,1010.0,1015.0,1006.0,12.0,16.0,9.0,9.0,10.0,2.0,14.0,32.0,55.0
2000-05-26,9.0,11.0,6.0,Rain,85.0,100.0,63.0,0.0,1008.0,1015.0,998.0,11.0,13.0,9.0,8.0,10.0,1.0,13.0,24.0,
2000-05-27,6.0,8.0,3.0,"Rain,Thunderstorm",73.0,93.0,48.0,0.0,1005.0,1007.0,1001.0,11.0,15.0,7.0,10.0,10.0,5.0,23.0,42.0,72.0
2000-05-28,6.0,8.0,4.0,"Rain,Thunderstorm",76.0,93.0,48.0,0.0,1001.0,1008.0,992.0,10.0,15.0,6.0,9.0,10.0,5.0,16.0,27.0,55.0
2000-05-29,6.0,7.0,3.0,Rain,68.0,100.0,39.0,0.0,1013.0,1015.0,1008.0,11.0,17.0,6.0,10.0,10.0,7.0,11.0,24.0,
2000-05-30,6.0,8.0,1.0,Rain,67.0,87.0,39.0,0.0,1013.0,1015.0,1011.0,12.0,15.0,9.0,10.0,10.0,10.0,5.0,11.0,
2000-05-31,6.0,9.0,1.0,"Fog,Rain",66.0,100.0,34.0,0.0,1018.0,1019.0,1015.0,12.0,19.0,6.0,10.0,10.0,7.0,8.0,23.0,
2000-06-01,9.0,10.0,9.0,Rain,82.0,88.0,77.0,0.0,1016.0,1016.0,1016.0,13.0,13.0,12.0,10.0,10.0,10.0,16.0,16.0,
2000-06-02,,,,,,,,,,,,,,,,,,,,
2000-06-03,,,,,,,,,,,,,,,,,,,,
2000-06-04,,,,,,,,,,,,,,,,,,,,
2000-06-05,,,,,,,,,,,,,,,,,,,,
2000-06-06,,,,,,,,,,,,,,,,,,,,
2000-06-07,,,,,,,,,,,,,,,,,,,,
2000-06-08,,,,,,,,,,,,,,,,,,,,
2000-06-09,,,,,,,,,,,,,,,,,,,,
2000-06-10,7.0,8.0,5.0,,66.0,87.0,45.0,0.0,1016.0,1016.0,1016.0,13.0,18.0,9.0,10.0,10.0,10.0,13.0,23.0,
2000-06-11,8.0,11.0,5.0,,63.0,88.0,42.0,0.0,1018.0,1021.0,1015.0,14.0,19.0,11.0,10.0,10.0,10.0,14.0,23.0,39.0
2000-06-12,13.0,15.0,8.0,,70.0,88.0,50.0,0.0,1023.0,1025.0,1021.0,18.0,25.0,12.0,10.0,10.0,10.0,16.0,24.0,
2000-06-13,13.0,14.0,11.0,,71.0,88.0,60.0,0.0,1024.0,1025.0,1024.0,18.0,22.0,15.0,10.0,10.0,10.0,16.0,23.0,
2000-06-14,14.0,15.0,12.0,,77.0,94.0,60.0,0.0,1023.0,1025.0,1021.0,18.0,22.0,15.0,9.0,10.0,5.0,13.0,24.0,48.0
2000-06-15,13.0,14.0,12.0,,75.0,88.0,60.0,0.0,1025.0,1026.0,1024.0,18.0,20.0,15.0,10.0,10.0,10.0,11.0,16.0,
2000-06-16,14.0,15.0,13.0,,77.0,100.0,57.0,0.0,1026.0,1027.0,1025.0,18.0,22.0,14.0,8.0,10.0,2.0,8.0,21.0,
2000-06-17,12.0,13.0,10.0,,60.0,88.0,41.0,0.0,1026.0,1027.0,1024.0,19.0,25.0,13.0,7.0,9.0,5.0,16.0,27.0,
2000-06-18,9.0,12.0,-1.0,Fog,45.0,77.0,13.0,0.0,1021.0,1025.0,1017.0,23.0,31.0,16.0,10.0,10.0,10.0,10.0,29.0,45.0
2000-06-19,13.0,15.0,11.0,,51.0,73.0,31.0,0.0,1014.0,1016.0,1013.0,26.0,31.0,20.0,,,,13.0,24.0,
2000-06-20,15.0,17.0,13.0,Rain,82.0,94.0,73.0,0.0,1012.0,1014.0,1010.0,18.0,22.0,15.0,9.0,10.0,2.0,10.0,21.0,
2000-06-21,11.0,15.0,9.0,Rain,71.0,94.0,52.0,0.0,1009.0,1010.0,1008.0,17.0,19.0,14.0,10.0,10.0,6.0,19.0,34.0,53.0
2000-06-22,11.0,13.0,9.0,Rain,73.0,94.0,56.0,0.0,1010.0,1012.0,1009.0,16.0,18.0,13.0,10.0,10.0,6.0,23.0,37.0,60.0
2000-06-23,9.0,12.0,6.0,Rain,70.0,94.0,52.0,0.0,1015.0,1018.0,1012.0,16.0,19.0,12.0,10.0,10.0,10.0,14.0,21.0,35.0
2000-06-24,7.0,8.0,6.0,Rain,77.0,82.0,71.0,0.0,1018.0,1019.0,1017.0,11.0,13.0,9.0,10.0,10.0,10.0,10.0,14.0,
2000-06-25,8.0,9.0,7.0,Rain,68.0,87.0,52.0,0.0,1021.0,1024.0,1019.0,14.0,18.0,10.0,10.0,10.0,10.0,6.0,11.0,
2000-06-26,10.0,11.0,9.0,Rain,69.0,82.0,52.0,0.0,1025.0,1025.0,1024.0,17.0,20.0,13.0,10.0,10.0,10.0,6.0,14.0,
2000-06-27,9.0,10.0,8.0,,62.0,94.0,43.0,0.0,1023.0,1025.0,1020.0,16.0,22.0,11.0,10.0,10.0,10.0,5.0,14.0,
2000-06-28,10.0,12.0,7.0,,65.0,77.0,49.0,0.0,1020.0,1021.0,1019.0,17.0,21.0,13.0,10.0,10.0,6.0,5.0,19.0,
2000-06-29,12.0,14.0,8.0,"Rain,Thunderstorm",71.0,100.0,59.0,0.0,1020.0,1021.0,1018.0,18.0,20.0,14.0,6.0,10.0,3.0,6.0,16.0,
2000-06-30,13.0,14.0,13.0,Rain,85.0,100.0,64.0,0.0,1014.0,1018.0,1011.0,17.0,20.0,14.0,5.0,10.0,3.0,13.0,23.0,
2000-07-01,13.0,16.0,12.0,Rain,79.0,88.0,64.0,0.0,1009.0,1011.0,1008.0,18.0,21.0,15.0,7.0,10.0,4.0,8.0,13.0,
2000-07-02,13.0,15.0,12.0,Rain,77.0,100.0,53.0,0.0,1010.0,1011.0,1009.0,17.0,22.0,13.0,8.0,10.0,3.0,5.0,13.0,
2000-07-03,13.0,15.0,10.0,"Fog,Rain",73.0,94.0,46.0,0.0,1009.0,1010.0,1007.0,18.0,23.0,14.0,10.0,10.0,10.0,5.0,14.0,
2000-07-04,14.0,15.0,13.0,Rain,86.0,100.0,73.0,0.0,1007.0,1008.0,1006.0,17.0,18.0,15.0,6.0,10.0,3.0,6.0,13.0,
